Time, Thermistor A
0,21.69594597
0.594,21.69594597
0.985,21.69594597
1.485,21.71787343
2,21.71787343
2.5,21.69594597
2.985,21.69594597
3.5,21.69594597
4,21.69594597
4.5,21.69594597
4.985,21.69594597
5.5,21.69594597
6,21.69594597
6.485,21.65203434
7,21.60804686
7.5,21.6300501
8,21.65203434
8.485,21.65203434
9,21.65203434
9.5,21.6300501
10,21.58602458
10.5,21.56398324
11,21.56398324
11.5,21.58602458
12.016,21.6300501
12.5,21.6300501
13,21.6300501
13.5,21.6300501
14.016,21.65203434
14.5,21.65203434
15,21.67399962
15.516,21.67399962
16.016,21.67399962
16.5,21.67399962
17,21.69594597
17.516,21.69594597
18.016,21.67399962
18.5,21.67399962
19.016,21.67399962
19.516,21.67399962
20.016,21.67399962
20.516,21.67399962
21.016,21.65203434
21.516,21.6300501
22.016,21.65203434
22.516,21.65203434
23.016,21.67399962
23.516,21.65203434
24.031,21.65203434
24.516,21.65203434
25.016,21.65203434
25.516,21.65203434
26.016,21.65203434
26.516,21.65203434
27.016,21.65203434
27.531,21.67399962
28.016,21.67399962
28.516,21.67399962
29.016,21.67399962
29.531,21.65203434
30.016,21.65203434
30.516,21.65203434
31.031,21.67399962
31.531,21.67399962
32.016,21.69594597
32.531,21.69594597
33.031,21.67399962
33.531,21.67399962
34.016,21.65203434
34.531,21.60804686
35.031,21.6300501
35.531,21.6300501
36.031,21.65203434
36.531,21.67399962
37.031,21.67399962
37.531,21.67399962
38.031,21.67399962
38.531,21.67399962
39.031,21.67399962
39.547,21.67399962
40.031,21.67399962
40.531,21.67399962
41.047,21.67399962
41.531,21.67399962
42.031,21.67399962
42.531,21.67399962
43.047,21.67399962
43.531,21.67399962
44.031,21.65203434
44.547,21.65203434
45.047,21.65203434
45.531,21.6300501
46.031,21.6300501
46.547,21.6300501
47.047,21.6300501
47.531,21.6300501
48.047,21.6300501
48.547,21.6300501
49.047,21.6300501
49.531,21.6300501
50.047,21.6300501
50.547,21.6300501
51.047,21.6300501
51.547,21.6300501
52.047,21.6300501
