Time, Thermistor A
170.094,30.49087844
170.61,29.74289719
171.094,29.15561033
171.594,28.70656206
172.094,28.28395128
172.594,28.52143598
173.094,29.53229673
173.594,30.64739118
174.11,31.55291086
174.594,32.06140211
175.094,32.35616341
175.61,32.56062933
176.11,32.77802597
176.594,32.96505809
177.094,33.036657
177.61,33.07952733
178.11,33.07952733
178.594,33.06524462
179.11,33.09380265
179.61,33.13658437
180.11,33.19352374
180.594,33.2645333
181.11,33.3070516
181.61,33.39189252
182.11,33.44830889
182.61,33.57482678
183.11,33.61687126
183.61,33.54676162
184.11,33.50461047
184.61,33.476474
185.11,33.50461047
185.61,33.56079775
186,33.56079775
186.61,33.54676162
187.016,33.51866798
187.516,33.54676162
188.016,33.60286352
188.61,33.64486551
189.11,33.64486551
189.516,33.65885203
190.016,33.67283149
190.61,33.65885203
191.016,33.63087192
191.531,33.63087192
192.11,33.71472763
192.61,33.82614214
193.125,33.90941034
193.531,33.97861019
194.11,34.00624192
194.516,34.03384619
195.031,34.04763805
195.531,34.06142306
196.016,34.06142306
196.531,34.07520124
197.031,34.07520124
197.516,34.07520124
198.016,34.06142306
198.531,34.07520124
199.031,34.07520124
199.516,34.04763805
200.031,34.02004748
200.531,34.02004748
201.031,34.06142306
201.516,34.11649483
202.031,34.18518148
202.531,34.22631218
203.031,34.24000891
203.531,34.24000891
204.031,34.21260871
204.531,34.18518148
205.047,34.10273712
205.531,33.93711098
206.031,33.82614214
206.531,33.72867895
207.047,33.5888487
207.531,33.46239503
208.031,33.40600741
208.547,33.2928861
209.047,32.99371996
209.531,33.036657
210.031,33.1792999
210.547,33.33536084
211.047,33.40600741
211.531,33.56079775
212.047,33.77049084
212.547,33.95095094
213.031,34.06142306
213.531,34.14398986
214.047,34.18518148
214.547,34.21260871
215.031,34.22631218
215.547,34.22631218
216.047,34.21260871
216.547,34.21260871
217.047,34.21260871
217.547,34.19889847
218.047,34.21260871
218.547,34.21260871
219.047,34.19889847
219.547,34.18518148
220.047,34.18518148
220.563,34.18518148
221.047,34.18518148
221.547,34.17145772
222.047,34.17145772
222.563,34.17145772
223.047,34.17145772
223.547,34.14398986
224.063,34.13024574
224.563,34.11649483
225.047,34.11649483
225.563,34.08897259
226.063,34.07520124
226.563,34.04763805
227.047,34.04763805
227.563,34.03384619
228.063,34.02004748
228.547,34.03384619
229.063,34.03384619
229.563,34.04763805
230.063,34.03384619
230.547,34.06142306
231.063,34.07520124
231.563,34.07520124
232.063,34.06142306
232.563,34.06142306
233.063,34.07520124
233.563,34.08897259
234.063,34.10273712
234.563,34.10273712
235.063,34.08897259
235.563,34.07520124
236.078,34.07520124
236.563,34.07520124
237.063,34.07520124
237.578,34.07520124
238.078,34.07520124
238.563,34.07520124
239.063,34.08897259
239.578,34.08897259
240.078,34.08897259
240.563,34.08897259
241.078,34.08897259
241.578,34.08897259
242.078,34.08897259
242.563,34.07520124
243.078,34.07520124
243.578,34.06142306
244.078,34.07520124
244.578,34.07520124
245.078,34.07520124
245.578,34.07520124
246.094,34.07520124
246.578,34.07520124
247.078,34.06142306
247.578,34.07520124
248.078,34.06142306
248.578,34.06142306
249.078,34.06142306
249.594,34.04763805
250.078,34.04763805
250.578,34.04763805
251.078,34.03384619
251.594,34.03384619
252.078,34.03384619
252.578,34.03384619
253.094,34.02004748
253.594,34.02004748
254.078,34.00624192
254.594,34.00624192
255.094,34.00624192
255.594,33.99242949
256.078,33.99242949
256.594,33.97861019
257.094,33.97861019
257.594,33.97861019
258.094,33.96478401
258.594,33.95095094
259.094,33.93711098
259.594,33.90941034
260.094,33.89554964
260.594,33.88168202
261.094,33.88168202
261.61,33.89554964
262.094,33.88168202
262.594,33.88168202
263.094,33.84003754
263.594,33.81223978
264.094,33.81223978
264.594,33.81223978
265.11,33.81223978
265.594,33.82614214
266.094,33.82614214
266.61,33.84003754
267.11,33.84003754
267.594,33.82614214
268.094,33.78441414
268.61,33.75656055
269.11,33.74262326
269.594,33.75656055
270.11,33.79833045
270.61,33.84003754
271.11,33.85392598
271.594,33.86780747
272.11,33.88168202
272.61,33.89554964
273.11,33.89554964
273.61,33.89554964
274.11,33.89554964
274.61,33.89554964
275.11,33.89554964
275.61,33.89554964
276.016,33.89554964
276.61,33.88168202
277,33.88168202
277.61,33.86780747
278.11,33.82614214
278.516,33.78441414
279.016,33.74262326
279.61,33.70076929
280.11,33.70076929
280.516,33.71472763
281.016,33.72867895
281.61,33.75656055
282.016,33.77049084
282.531,33.77049084
283.11,33.78441414
283.61,33.77049084
284.031,33.75656055
284.531,33.74262326
285.11,33.72867895
285.516,33.72867895
286.031,33.74262326
286.531,33.74262326
287.016,33.75656055
287.531,33.75656055
288.031,33.75656055
288.531,33.74262326
289.016,33.74262326
289.531,33.74262326
290.031,33.74262326
290.531,33.74262326
291.031,33.74262326
291.531,33.74262326
292.031,33.74262326
292.516,33.74262326
293.031,33.74262326
293.531,33.74262326
294.031,33.74262326
294.531,33.74262326
295.031,33.74262326
295.531,33.74262326
296.047,33.75656055
296.531,33.74262326
297.031,33.72867895
297.531,33.70076929
298.047,33.65885203
298.531,33.57482678
299.031,33.50461047
299.547,33.43421558
300.047,33.36364113
300.531,33.2928861
301.031,33.27871333
301.547,33.3070516
302.047,33.36364113
302.531,33.37777043
303.047,33.37777043
303.547,33.40600741
304.047,33.42011509
304.547,33.44830889
305.047,33.476474
305.547,33.476474
306.047,33.49054581
306.547,33.50461047
307.047,33.51866798
307.547,33.49054581
308.047,33.44830889
308.547,33.39189252
309.047,33.40600741
309.547,33.43421558
310.047,33.46239503
310.547,33.49054581
311.047,33.51866798
311.563,33.54676162
312.047,33.54676162
312.547,33.53271836
313.047,33.51866798
313.563,33.50461047
314.047,33.476474
314.547,33.44830889
315.063,33.40600741
315.563,33.37777043
316.047,33.32120984
316.563,33.16506873
317.063,32.86450624
317.563,32.93636639
318.047,33.07952733
318.563,33.23615137
319.063,33.33536084
319.563,33.40600741
320.063,33.46239503
320.563,33.476474
